0.81,0.07,0.64001
0.88,0.16,1.3546
0.75,0.07,0.15668
0.47,0.63,1.4939
0.74,0.39,1.4764
0.06,0.7,3.7494
0.75,0.63,2.472
0.67,0.12,0.081431
0.58,0.37,0.64827
0.52,0.68,1.6458
0.04,0.61,3.3638
0.66,0.63,1.9904
0.06,0.13,1.509
0.19,0.88,3.9437
0.77,0.78,3.2193
0.6,0.83,2.4946
0.57,0.45,0.90255
0.41,0.26,0.14724
0.62,0.76,2.2687
0.77,0.25,1.1568
0.11,0.69,3.5323
0.61,0.84,2.6325
0.54,1,3.0366
0.31,0.94,3.3419
0.24,0.11,0.57564
0.02,0.91,4.5697
0.29,0.12,0.24998
0.66,0.7,2.2296
0.75,0.55,2.244
0.53,0.02,-0.91266
0.69,0.02,-0.28371
0.4,0.07,-0.53284
0.86,0.69,3.4361
0.16,0.55,2.6915
0.68,0.56,1.8304
0.58,0.18,-0.20144
0.04,0.55,3.204
0.36,0.79,2.4174
0.52,0.07,-0.71484
0.05,0.58,3.3591
0.63,0.38,0.81609
0.9,0.98,4.6982
0.77,0.5,2.0581
1,0.38,2.5875
0.23,0.57,2.4557
0.9,0.07,1.1258
0.97,0.91,4.606
0.43,0.58,1.3226
0.57,0.74,1.9939
0.94,0.69,3.6492
0.97,0.74,3.9184
0.04,0.13,1.4971
0.61,0.17,-0.040933
0.1,0.8,3.988
0.6,0.06,-0.7022
0.58,0.12,-0.39109
0.69,0.03,-0.27743
0.22,0.27,1.3281
0.13,0.82,4.05
0.77,0.39,1.6504
0.5,0.02,-0.84852
0.69,0.46,1.4883
0.62,0.58,1.6272
0.34,0.43,1.1608
0.7,0.74,2.7535
0.39,0.3,0.4191
0.86,0.43,2.4262
0.22,0.49,2.2389
0.73,0.26,0.90504
0.96,0.79,4.1319
0.75,0.57,2.2824
0.67,0.32,0.84945
0.84,0.12,1.0216
0.32,0.93,3.295
0.91,0.76,3.9176
0.41,1,3.184
0.34,0.76,2.4336
0.29,0.05,-0.017752
0.53,0.54,1.0889
0.86,0.41,2.2566
0.33,0.63,2.0816
0,0.06,1.1664
0.27,0.95,3.6951
0.66,0.09,-0.1343
0.39,0.65,1.7572
0.52,0.04,-0.80372
0.71,0.63,2.2712
0.59,0.17,-0.11799
0.09,0.79,4.044
0.99,0.88,4.5294
0.79,0.98,4.2284
0.5,0.75,1.9673
0.81,0.46,2.2008
0.37,0.35,0.62352
0.15,0.14,1.1102
0.4,1,3.1844
0.09,0.41,2.5241
0.34,0.5,1.4413
0.69,0.92,3.3403
0.48,0.74,1.9831
0.16,0.62,2.9522
0.58,0.01,-0.79605
1,0.14,1.5614
0.45,0.2,-0.15871
0.68,1,3.5863
0.65,0.96,3.3576
0.65,0.42,1.0621
0.21,0.29,1.507
0.84,0.31,1.8302
0.61,0.24,0.23578
0.16,0.94,4.2562
0.13,0.09,1.0482
0.07,0.17,1.6304
0.23,0.19,0.76244
0.03,0.68,3.6552
0.73,0.29,1.0073
0.87,0.83,4.0724
0.12,0.33,2.1326
0.26,0.81,3.1201
0.36,0.92,2.9925
0.65,0.85,2.8342
0.54,0.06,-0.74998
0.65,0.02,-0.53863
0.17,0.82,3.7225
0.56,0.69,1.7375
0.83,0.91,4.0324
0.86,0.59,3.0932
0.77,0.65,2.6993
0.63,0.45,1.1266
0.44,0.16,-0.23708
0.12,0.88,4.2664
0,0.96,4.8069
0.36,0.63,1.882
0.88,0.4,2.3508
0.52,0.55,1.2677
0.44,0.85,2.4261
0.81,0.94,4.1778
0.33,0.21,0.39327
0.71,0.12,0.23774
0.02,0.42,2.6104
0.67,0.74,2.4933
0.59,0.75,2.1952
0.58,0.77,2.2765
0.63,0.67,1.9415
0.27,0.41,1.5626
0.72,0.63,2.3678
0.29,0.51,1.7718
0.66,0.68,2.2187
0.94,0.28,2.0862
0.29,0.36,1.1426
0.62,0.56,1.6293
0.58,0.87,2.6199
0.36,0.29,0.54738
0.48,0.08,-0.64973
0.09,0.4,2.4793
0,0.05,1.1445
0.58,0.61,1.5764
0.75,0.42,1.6862
0.03,0.4,2.617
0.64,0.58,1.6607
0.26,0.9,3.4814
0.96,0.2,1.6834
0.61,0.59,1.6464
1,0.22,1.7619
0.06,0.16,1.5504
0.01,0.69,3.7502
0.53,0.89,2.567
0.47,0.7,1.8409
0.26,0.87,3.4017
0.76,0.62,2.5853
0.34,0.91,3.0893
0.4,0.25,0.19807
0.55,0.03,-0.82062
0.43,0.91,2.6838
0.81,0.88,3.8326
0.53,0.9,2.7392
0.93,0.94,4.6538
0.42,0.03,-0.78822
0.25,0.88,3.5982
0.92,0.63,3.3544
0.47,0.72,1.8708
0.21,0.65,2.8841
0.6,0.33,0.37441
0.78,0.18,0.81578
0.4,0.21,-0.12774
0.16,0.82,3.8383
0.11,0.65,3.3018
0.12,0.85,4.1001
0.13,0,0.71277
0.1,0.21,1.5664
0.21,0.49,2.1678
0.33,0.98,3.4861
1,0.69,3.7148
0.93,0.05,1.1355
0.53,0.65,1.5282
0.81,0.51,2.4411
0.68,0.61,1.9792
0.72,0.99,3.8009
0.84,0.65,3.189
0.78,0.79,3.3918
0.61,0.41,0.87321
0.08,0.43,2.6897
0.4,0.76,2.3105
0.54,0.95,2.7945
0.78,0.96,3.9989
0.69,0.28,0.82975
0.59,0.07,-0.61058
0.53,0.93,2.7443
0.95,0.76,3.9738
0.58,0.34,0.40935
0,0.44,2.7256
0.01,0.73,3.8594
0.88,0.52,2.8736
0.9,0.44,2.5467
0.1,0.62,3.2589
0.53,0.29,0.15442
0.76,0.71,2.8993
0.93,0.95,4.6758
0.12,0.11,1.1357
0.44,0.33,0.49612
0.95,0.36,2.4031
0.58,0.33,0.3964
0.8,0.8,3.5034
0.46,0.85,2.475
0.24,0.31,1.3711
0.39,0.6,1.653
0.19,0.87,3.962
0.13,0.23,1.4817
0.41,0.64,1.6126
0.18,0.05,0.64803
0.69,0.04,-0.14411
0.64,0.9,2.9861
0.77,0.56,2.3105
0.55,0.41,0.7318
0.42,0.68,1.8911
0.24,0.97,3.9948
0.64,1,3.3874
0.19,0.38,1.8371
0.53,0.62,1.3636
0.65,0.31,0.67336
0.14,0.27,1.6288
0.64,0.09,-0.30747
0.07,0.82,4.1742
0.33,0.28,0.67742
0.66,0.75,2.545
0.36,0.91,2.9471
0.37,0.82,2.5157
0.3,0.12,0.21216
0.54,0.96,2.9022
0.48,0.81,2.2956
0.25,0.78,3.1773
0.31,0.27,0.79547
0.74,0.9,3.4918
0.54,0.34,0.38586
0.02,0.88,4.4828
0.94,0.27,2.0341
0.33,0.13,0.068925
0.52,0.23,-0.037712
0.49,0.74,1.9886
0.65,0.61,1.8995
0.2,0.39,1.7872
0.42,0.08,-0.63235
0.84,0.83,3.7957
0.81,0.18,1.0417
0.83,0.39,1.9891
0.25,0.96,3.8816
0.59,0.61,1.5864
0.85,0.12,1.0127
0.74,0.08,0.29738
0.97,0.49,2.9968
0.44,0.27,0.16164
0.02,0.39,2.5121
0.35,0.2,0.19314
0.55,0.51,1.0686
0.76,0.05,0.33824
0.16,0.03,0.60086
0.65,0.43,1.1601
0.39,0.61,1.6473
0.49,0.71,1.8804
0.19,0.14,0.87994
0.55,0.54,1.1973
0.88,0.38,2.1665
0.38,0.88,2.7981
0.24,0.29,1.221
0.04,0.15,1.5628
0.92,0.04,1.0513
0.87,0.73,3.5113
0.72,0.77,2.9504
0.52,0.4,0.58843
0.22,0.97,4.0622
0.49,0.36,0.38001
0.26,0.05,0.070008
0.61,0.29,0.50533
0.44,0.79,2.2041
0.13,0.77,3.6953
0.74,0.78,2.9815
0.14,0.15,1.1812
0.29,0.25,0.74941
0.26,0.47,1.8462
0.97,0.19,1.8168
0.96,0.55,3.2972
0.85,0.13,1.1323
0.92,0.33,2.2591
0.73,0.71,2.6423
0.3,0.07,-0.0021129
0.74,0.45,1.8244
0.14,0.51,2.7076
0.01,0.3,2.0949
0.99,0.07,1.2477
0.2,0.63,2.8704
0.22,0.42,1.8611
0.62,0.38,0.90626
0.76,0.61,2.5474
0.7,0.68,2.4028
0.95,0.5,3.0005
0.94,0.03,0.97033
0.56,0.71,1.9371
0.24,0.83,3.3493
0.5,0.63,1.4465
0.64,0.23,0.3476
0.82,0.51,2.4615
0.33,0.62,2.027
0.59,0.74,2.0936
0.86,0.99,4.5203
0.27,0.58,2.2196
0.56,0.73,1.9824
0.78,0.46,2.0878
0.48,0.23,0.021031
0.26,0.62,2.4362
0.39,0.64,1.7863
0.19,0.64,3.0178
0.38,0.19,0.081637
0.03,0.84,4.3866
0.56,0.63,1.616
0.65,0.8,2.6695
0.57,0.77,2.2334
0.89,0.65,3.3235
0.97,0.45,2.7692
0.86,0.2,1.4586
0.08,0.3,2.058
0.9,0.15,1.3631
0.48,0.34,0.44069
0.3,0.97,3.6516
0.81,0.81,3.6786
0.75,0.37,1.4639
0.3,0.88,3.2879
0.63,0.57,1.6644
0.6,0.36,0.70337
0.56,0.31,0.3265
0.89,0.46,2.5247
0.83,0.31,1.6576
0.28,1,3.8527
0.58,0.08,-0.48892
0.2,0.73,3.1428
0.9,0.33,2.089
0.24,0.79,3.2524
0.07,0.26,1.941
0.2,0.75,3.3763
0.98,0.01,1.0664
0.08,0.35,2.3202
0.65,0.84,2.8333
0.98,0.2,1.8088
0.24,0.08,0.43392
0.99,0.86,4.4828
0.48,0.37,0.47285
0.12,0.77,3.7775
0.98,0.94,4.7441
0.17,0.14,1.013
0.75,0.56,2.1935
0.69,0.95,3.3152
0.55,0.16,-0.35937
0.2,0.81,3.5488
0.74,0.92,3.6944
0.45,0.26,0.071962
0.87,0.57,2.939
0.51,0.43,0.71049
0.66,0.14,0.029333
0.65,0.01,-0.50807
0.37,0.86,2.796
0.24,0.94,3.9018
0.58,0.13,-0.3487
0.59,0.27,0.20954
0.26,0.96,3.7331
0.63,0.6,1.7069
0.86,0.67,3.3618
0.71,0.16,0.28594
0.85,0.74,3.5119
0.74,0.76,2.9555
0.92,0.5,2.9949
0.74,0.35,1.2939
0.04,0.09,1.2302
0.73,0.93,3.4941
0.71,0.37,1.2146
0.15,0.84,3.904
0.27,0.28,1.0654
0.12,0.91,4.439
0,0.55,3.1732
0.27,0.64,2.3418
0.23,0.91,3.7934
0.52,0.76,2.0694
0.88,0.66,3.4402
0.41,0.29,0.30624
0.67,0.94,3.3116
0.33,0.76,2.5665
0.33,0.59,1.95
0.21,0.27,1.3466
0.89,0.17,1.3644
0.69,0.63,2.1302
0.14,0.88,4.0875
0.4,0.8,2.3838
0.64,0.65,1.9662
0.43,0.2,-0.10028
0.35,0.13,-0.024809
0.65,0.34,0.86915
0.31,0.57,1.9827
0.5,0.08,-0.70254
0.81,0.62,2.8972
0.63,0.91,2.8596
0.46,0.26,0.065914
0.16,0.48,2.4285
0.03,0.5,2.9344
0.81,0.7,3.2322
0.87,0.96,4.5196
0.81,0.39,2.0366
0.16,0.83,3.7873
0.03,0.86,4.4807
0.37,0.22,0.25406
0.02,0.34,2.2293
0.63,0.92,2.9065
0.59,0.5,1.2516
0.71,0.95,3.4781
0.99,0.92,4.7158
0.25,0.2,0.7552
0.09,0.99,4.7138
0.2,0.08,0.75363
0.27,0.62,2.3535
0.42,0.14,-0.27408
0.82,0.07,0.66205
0.48,0.1,-0.55693
0.87,0.97,4.5288
0.8,0.68,3.047
0.77,0.94,3.8709
0.55,0.94,2.8802
0.11,0.07,1.0704
0.8,0.02,0.38422
0.74,0.73,2.8194
0.49,0.48,0.91211
0.31,0.16,0.26791
0.47,0.65,1.5561
0.4,0.03,-0.68759
0.57,0.7,1.8801
0,0.39,2.5281
0,0,0.96889
0.86,0.51,2.7245
0.45,0.46,0.88052
0.91,0.16,1.5238
0.94,0.51,2.9358
0.12,0,0.80689
0.5,0.37,0.49171
0.24,0.38,1.577
0.63,0.99,3.2249
0.34,0.24,0.34217
0,0.73,3.9728
0.99,0.02,1.1389
0.87,0.09,0.95284
0,0.27,2.1303
0.22,0.01,0.21407
0.96,0.94,4.7302
0.09,0.35,2.1787
0.27,0.16,0.52163
0.42,0.59,1.4248
0.43,0.77,2.1576
0.24,0.02,0.1748
0.93,0.18,1.649
0.18,0.5,2.5003
0.24,0.44,1.7009
0.67,0.07,-0.19031
0.88,0.21,1.4998
0.21,0.03,0.4149
0.43,0.36,0.59471
0.36,0.23,0.3347
0.19,0.37,1.8929
0.26,0.94,3.7573
0.35,0.93,3.1372
0.15,0.04,0.75864
0.23,0.34,1.4687
0.01,0.84,4.3105
0.61,0.13,-0.31483
0.81,0.14,0.86759
0.43,0.04,-0.73923
0.94,0.21,1.863
0.75,0.26,1.1497
0.27,0.01,-0.06438
0.08,0.52,2.9805
0.75,0.65,2.6113
0.82,0.76,3.4796
0.78,0.68,2.904
0.37,0.14,-0.1244
0.13,0.44,2.4931
0.23,0.65,2.714
0.45,0.07,-0.64253
0.44,0.13,-0.41519
0,0.35,2.4481
0.72,0.38,1.3178
0.38,0.03,-0.68203
0.38,0.11,-0.2911
0.45,0.74,2.0358
0.13,0.25,1.6553
0,0.19,1.8068
0.1,0.27,1.8625
0.06,0.56,3.1642
0.08,0.99,4.7945
0.03,0.33,2.3927
0.35,0.37,0.87345
0.22,0.21,0.95131
0.89,0.9,4.355
0.24,0.25,1.0873
0.02,0.49,3.0073
0.97,0.21,1.7943
0.23,0.73,3.1361
0.52,0.06,-0.76375
0.84,0.48,2.3599
0.6,0.77,2.2877
0.47,0.62,1.5805
0.72,0.97,3.6811
0.03,0.88,4.5399
0.27,0.12,0.44805
0.36,0.97,3.3066
0.79,0.28,1.3767
0.15,0.06,0.87261
0.37,0.57,1.5531
0.86,0.24,1.6254
0.29,0.33,1.0816
0.27,0.71,2.6851
0.8,0.47,2.2709
0.62,0.41,1.0121
0.17,0.6,2.8552
0.43,1,3.1525
0,0.08,1.2738
0.97,1,4.9063
0.51,0.37,0.43611
0.37,0.15,-0.028726
0.15,0.71,3.2992
0.71,0.41,1.3998
0.72,0.21,0.74345
0.98,0.6,3.3862
0.98,0.75,3.9597
0.01,0.15,1.7215
0.36,0.44,1.1532
0.82,0.98,4.4087
0.54,0.42,0.74458
0.24,0.1,0.35756
0.07,0.51,3.0229
0.53,0.41,0.66568
0.12,0.39,2.3029
0.82,0.8,3.6538
0.95,0.67,3.5652
0.27,0.77,2.9539
0.18,0.45,2.3049
0.6,0.13,-0.27919
0.95,0.26,2.0112
0.24,0.98,4.0213
0.34,0.69,2.2031
0.2,0.66,3.0909
0.33,0.96,3.3998
0.82,0.71,3.3859
0.72,0.74,2.8107
0.98,0.1,1.3571
0.48,0.03,-0.89307
0.57,0.92,2.6621
0.53,0.34,0.34937
0.04,0.47,2.8467
0.99,0.21,1.8675
0.95,0.48,2.8719
0.59,0.6,1.5136
0.98,0.47,2.8356
0.56,0.46,0.89821
0,0.78,4.106
0.12,0.6,3.0113
0.88,0.23,1.7518
0.63,0.78,2.4165
0.75,0.43,1.7447
0.78,0.44,1.9737
0.62,0.08,-0.3906
0.16,0.31,1.7782
0.45,0.82,2.3827
0.61,0.38,0.8058
0.15,0.96,4.5077
0.11,0.34,2.2297
0.62,0.5,1.2566
0.96,0.27,1.9751
0.21,0.71,3.0092
0.54,0.63,1.4844
0.74,0.04,0.14843
0.77,0.86,3.5167
0.21,0.05,0.47488
0.77,0.92,3.92
0.66,0.65,2.0701
0.57,0.66,1.7352
0.47,0.22,-0.0085721
0.53,0.57,1.3187
0.29,0.28,0.80589
0.48,0.63,1.4648
0.28,0.39,1.4356
1,0.9,4.5852
0.47,0.57,1.2031
0.36,0.08,-0.38204
0.43,0.51,1.0987
1,0.37,2.5142
0.61,0.91,2.975
0.91,1,4.9227
